Timesteps,MAPPO (ƛ = 0),MAPPO (ƛ = 0.05),MAPPO (ƛ = 0.10),MAPPO (ƛ = 0) (std),MAPPO (ƛ = 0.05) (std),MAPPO (ƛ = 0.10) (std)
1170000,13.84375,14.75,13.6875,0.5169658853854214,0.8920269642141205,0.7721931931753138
1180000,13.71875,13.3125,13.6875,0.4964089004299176,0.8598571661993459,0.6684736645747289
1190000,13.484375,14.4375,12.8125,0.500366077,0.8626514734556325,0.6721309823772045
1200000,13.140625,14.0625,13.1875,0.4951183321240997,0.8530076942424275,0.664110356
1210000,12.71875,14.25,14.6875,0.4951183321240997,0.8180897465029952,0.6893066648169025
1220000,14.015625,14.8125,13.125,0.49935527758016246,0.8288203949749536,0.6885147944136849
1230000,13.546875,14.75,13.75,0.5034512377546907,0.836552689,0.666943863
1240000,13.171875,13.375,13.25,0.5011425075357608,0.8293429966150825,0.6277382544437109
1250000,14.21875,13.375,13.4375,0.5337941951877399,0.7796031493024512,0.62390709
1260000,13.4375,14.4375,13.125,0.5159381124376219,0.7625977419924318,0.589909311
1270000,13.5625,15.75,14.8125,0.517945297,0.8219253267883238,0.6388726207741231
1280000,14.109375,14.375,14.25,0.5332366504949467,0.8235052638205966,0.6508863320438241
1290000,13.828125,15.625,13.625,0.5273066650966511,0.8700496253517452,0.6511208285206497
1300000,13.796875,13.875,14.75,0.4712162730126198,0.8712872792532355,0.6621874940671522
1310000,13.890625,14.9375,13.4375,0.42262963318100255,0.8626514734556308,0.6564671917549717
1320000,14.125,14.9375,13.625,0.4265975957627106,0.8293078058125382,0.6463452735525823
1330000,13.671875,14.4375,13.125,0.424684002,0.8271203377749314,0.6381659244479612
1340000,13.234375,13.875,13.5625,0.4167953958832687,0.8029920028301604,0.614674039
1350000,13.734375,13.125,12.9375,0.4165502486428657,0.8280074059860898,0.6070112385106599
1360000,13.46875,13.8125,13.25,0.39227739587711236,0.7986187114414267,0.6087838829108719
1370000,13.90625,13.875,12,0.36985363532907023,0.7986187114414267,0.6708371260691579
1380000,14.125,14.0625,14,0.37485816582593956,0.7094174850561861,0.6572874257564606
1390000,13.578125,14.0625,13.125,0.3524169453849142,0.6754893926185862,0.650834594
1400000,13.828125,13.3125,12.6875,0.3519862946938928,0.6982891654756551,0.6533924512897148
1410000,14.296875,12.75,12.8125,0.36691169484002817,0.7252903946759482,0.6644212815434943
1420000,13.515625,14.5625,12.6875,0.359993689,0.7229590028677862,0.6644212815434943
1430000,13.765625,15.125,14.375,0.3590511878239189,0.7278857797301241,0.6764591508426093
1440000,13.53125,15.125,12.5625,0.35271741175834853,0.7436754405784404,0.6940615563230689
1450000,13.90625,13.3125,13.875,0.34763874382831056,0.753035047,0.6909981535980726
1460000,12.8125,14.5625,13.0625,0.38318306161745397,0.7461617542502058,0.6742153005915894
1470000,14.359375,15.3125,13.5625,0.40250121590811183,0.7663331670941189,0.6730422065381132
1480000,14.3125,14.375,13.25,0.41857948149380614,0.7455838615073601,0.6722244981121649
1490000,13.5,14.8125,14.4375,0.4183075404121928,0.7512710732982529,0.686486976
1500000,14.484375,15.25,14.0625,0.4277773963269069,0.7692804332995002,0.692231628
1510000,14.390625,12.625,13.875,0.3967883028212724,0.8307142751250567,0.6596331105374598
1520000,13,14.375,13.875,0.4207290070341621,0.8250005442352766,0.6598781072132897
1530000,14.609375,15.4375,13.1875,0.44527579123757816,0.847939524,0.6607043002840804
1540000,14,14.3125,13.625,0.4300343101455254,0.829916667,0.6596024795545922
1550000,13.9375,15.625,13.25,0.4243706779950671,0.8424812193070254,0.6611017286997052
1560000,14.984375,14.9375,14.9375,0.4675718551677494,0.8481327741493082,0.7074368904878175
1570000,14,13.8125,14.625,0.46428337679605647,0.8164415887349736,0.6966830536900797
1580000,13.609375,13.875,14.125,0.4651143129211261,0.8210918403837806,0.6927017165443811
1590000,14.1875,14.0625,14.4375,0.468522454,0.7853870348689411,0.7116134330948255
1600000,14.40625,13.75,12.375,0.47767162365660304,0.7879668156630737,0.7080078697855303
1610000,14.390625,13.875,14.25,0.48578048545277697,0.7813031591109688,0.7212802166025023
1620000,13.6875,16.75,12.4375,0.48605537917730646,0.897996753,0.7473612584117509
1630000,14.0625,14.875,14.5625,0.4847473772551919,0.9037358606070266,0.7696217956460284
1640000,13.40625,15.5625,14.5625,0.47731312775673745,0.9272403166844357,0.7925235456454166
1650000,13.90625,14.9375,14.9375,0.4759563402868332,0.9015372408013536,0.8218925498541956
1660000,14.359375,14.875,14.125,0.4738174959690615,0.8969962046140143,0.8235734139125258
1670000,14.3125,13.6875,13.0625,0.47795705252183207,0.9019455344567263,0.7710643487317657
1680000,14.1875,13.5625,12.6875,0.47876660194876197,0.9142077783900981,0.7899700134350172
1690000,13.703125,13.8125,14.875,0.47570422171277554,0.9189887,0.8142636693823118
1700000,14.171875,14.875,13.875,0.4760155908814902,0.8967959610132324,0.7915796987924303
1710000,14.328125,14.1875,13.5625,0.4767366190771911,0.8368102752605275,0.7727047026331268
1720000,13.734375,13.5625,13.5,0.4707992204545854,0.8556564664079497,0.7472440985489125
1730000,14.5625,12.1875,14,0.47942935390730246,0.945965135,0.7403625286646127
1740000,14.15625,16.0625,13.25,0.47059145,0.9850626475205644,0.711272637
1750000,13.75,15,14.6875,0.4730834178648238,0.9663636254584438,0.7291430620153648
1760000,14.703125,14.9375,15,0.4271024972922676,0.969647573,0.7439772544725399
1770000,14.3125,15.125,13.125,0.4262313656728909,0.9648919747767092,0.7550268559203733
1780000,13.96875,13.9375,13.875,0.42508556440910755,0.9702030722672309,0.7454513646570445
1790000,14.484375,15.8125,12.625,0.4155587596294731,0.9984475197588679,0.7738195496382755
1800000,13.984375,15.0625,13.25,0.41071164333282983,0.9943175473949268,0.7801673532890337
1810000,14.09375,14.25,14.4375,0.40727655445702865,0.929887677,0.7882829988062545
1820000,14.421875,14.125,13.4375,0.354116878,0.9328187723609316,0.7916052229634879
1830000,13.921875,14.4375,14.5,0.34532562419805246,0.918226207,0.7915456652840505
1840000,14.109375,15.5,14.375,0.34454258157343365,0.934023727,0.7954838403323917
1850000,13.96875,15,14.75,0.3439931872279453,0.9164568398827119,0.8008840302348038
1860000,14.71875,15.0625,14.125,0.3240627545888026,0.9185708735381467,0.7794994756068468
1870000,14.65625,15.375,13.75,0.33753067987956126,0.9194869102716516,0.7682905013992526
1880000,14.21875,14.375,14,0.32235537053667745,0.9102998590208182,0.7672846631534022
1890000,14.671875,14.875,13.4375,0.33551267076671953,0.905187893,0.7640006666739538
1900000,14.734375,14.625,12.6875,0.3482931879261972,0.889213883,0.7451230323466174
1910000,14.828125,15.125,14.4375,0.36572430250866417,0.8795678185414578,0.7492962454902814
1920000,14.9375,15.375,14,0.3758954228156095,0.8025221780513948,0.6993171957202039
1930000,13.953125,14.5,13.5,0.37825789378862895,0.8021864204540655,0.6923516117627153
1940000,14.6875,14.4375,12.6875,0.3520424963990596,0.7846663807141074,0.7130537019724648
1950000,14.921875,15.8125,13.75,0.3630365381298288,0.812530393,0.6810499416258624
1960000,13.953125,15.1875,13.6875,0.3689967881561969,0.817474823,0.6780668144697412
1970000,14.015625,12.6875,15.75,0.3727561731230509,0.876835104,0.7552498254555636
1980000,15.390625,14.5625,12.125,0.42219881676348464,0.8535865,0.791332923
1990000,14.328125,14.3125,13,0.4049922506177062,0.8412091905696449,0.7803630022175383
2000000,14.546875,14.8125,13.625,0.4048924599135899,0.8407847533327233,0.7805701064555564
2010000,14.1875,16.0625,13.5,0.4061909356931472,0.8722375317432715,0.7812112059334189
2020000,14.5625,14.375,13.75,0.3897281370819719,0.8466677414238721,0.7796463426068992
2030000,13.5,14.375,13.5625,0.42071399952533295,0.6980351374829943,0.77930361
2040000,14.390625,14.0625,14.3125,0.41904482512424895,0.6722411959815443,0.7796463426068991
2050000,14.640625,14.625,14.0625,0.4053662469682022,0.6713589805365764,0.7630568439680765
2060000,14.328125,13.5,14.875,0.4012582916213424,0.7085530423285819,0.7564260149492735
2070000,14.3125,14.75,14.25,0.4012582916213424,0.7043201050266942,0.7513876052567128
2080000,14.703125,16.25,13,0.3976096100819312,0.7434489997503994,0.7653951537470007
2090000,15.171875,15.4375,14.4375,0.4213994632566044,0.7284407305941166,0.742687653
2100000,14.375,15.875,13.5625,0.41315283806435005,0.754536091,0.7363582141460188
2110000,14.921875,13.8125,12.75,0.4167549969233022,0.7694467569504686,0.7538484833967796
2120000,14.796875,12.5625,12.1875,0.42088772036042715,0.8623781773036934,0.8066739618626668
2130000,13.0625,14.9375,14.5625,0.48471379975452156,0.8614613519592885,0.8087612920919817
2140000,15,15.5,15.3125,0.4901774603330798,0.8614613519592885,0.850765059
2150000,14.515625,15,15.125,0.4804736049540342,0.8614613519592885,0.8680682949257259
2160000,15.28125,14.125,12.8125,0.49984731864248066,0.8664115658489141,0.8837310696407367
2170000,15.203125,14.875,13.5,0.5147455819125354,0.8579543508272652,0.8849089991528473
2180000,14.40625,12.6875,14.9375,0.5118655946079033,0.9317206922011816,0.9105291856874168
2190000,14.1875,13.875,15.625,0.5153293954122129,0.9407749312478279,0.9684869405537037
2200000,15.0625,13.875,14.875,0.5232786525571609,0.9501209844316981,0.9605850296241429
2210000,14.515625,15.0625,13.9375,0.520428632,0.948950664,0.9555987659247296
2220000,14.4375,14.9375,12.125,0.5148600538882905,0.9395810236483005,1.0088086357212807
2230000,14.578125,15.25,13.25,0.5039971892347422,0.9478025856576348,1.0127354451665234
2240000,15.171875,14.4375,14.3125,0.5167215569193073,0.9478025856576348,0.9927109528556762
2250000,15.078125,15.6875,14.3125,0.521376513,0.9424915012269581,0.9953736374653509
2260000,14.875,14.4375,13.625,0.5118096718273913,0.935836647,0.9959080251410339
2270000,14.390625,14.25,13.3125,0.5019104687335564,0.8692364572877441,0.9376771863211834
2280000,15.375,15.1875,13.5625,0.5010663467408917,0.8755155500893531,0.8831745614738727
2290000,15.734375,15.0625,12.125,0.5393712415460751,0.8768069396866934,0.9262519680591336
2300000,14.09375,16.5,13.875,0.5484457634787485,0.9390934733689309,0.9253790191176118
2310000,14.578125,13.125,14.875,0.5422127828333393,0.9465914539795474,0.941464319
2320000,14.46875,15,12.75,0.5429544401385348,0.9480133681886318,0.9641587997275338
2330000,14.265625,15.125,14.8125,0.5042042731712121,0.9507941515796923,0.977754086
2340000,14.828125,16.625,12.375,0.502346383,1.008574944929832,1.0130612535520054
2350000,14.8125,14.875,15.4375,0.5028776298070972,1.008574944929832,1.053873874654005
2360000,14.3125,14.4375,14.0625,0.5032672636556487,0.9825639584633906,1.0378284170690004
2370000,14.640625,14.9375,13.4375,0.4984609484900493,0.9829271760071122,1.037800295829151
2380000,14.5,14.25,13.1875,0.49972182680435884,0.9478025856576331,1.0331889208970702
2390000,14.34375,15.75,16.1875,0.4949219051220087,0.95757013,1.1145527845206988
2400000,14.125,16.125,14.6875,0.5019482070038959,0.9688508012072777,1.1219246759245294
2410000,14.28125,13.1875,14.75,0.5036986605174743,0.9959080251409838,1.1086556170871706
2420000,13.921875,15.375,13.4375,0.5188517440211255,0.9145809605132373,1.0607215508008772
2430000,14.5625,14.875,15.375,0.43010902130134343,0.9143673814902388,1.084636705
2440000,14.875,15.375,14,0.4272128649589202,0.9114163578183316,1.0588150263655856
2450000,13.6875,14.875,12.375,0.461406803,0.9108052873977549,1.0789609764922863
2460000,15.453125,14.4375,13.1875,0.4708731252575966,0.9045105681063513,1.0676661927484712
2470000,14.34375,16,12.125,0.4605496797775025,0.9299745856124453,1.1158009113863725
2480000,14.375,16.4375,14.4375,0.4610307900432169,0.879350841,1.1034026037827567
2490000,15.1875,15,13.75,0.4666066900088092,0.8542700386005315,1.0531855924961488
2500000,14.71875,16.5625,13.8125,0.4597690906733106,0.8711661699639355,1.0341336815250013
2510000,14.546875,16.25,12.75,0.4595651875827718,0.8957414414243845,1.0506245576831819
2520000,14.6875,15.875,13.5,0.45843046906954366,0.9045329055920668,1.006643253
2530000,13.84375,17.1875,13.8125,0.4802238579596485,0.9762444165881388,1.0014716183192292
2540000,14.109375,15.625,14.0625,0.4759530975041162,0.9665401658706967,0.9981664224449933
2550000,14.875,16.0625,13.75,0.4698394905826618,0.9743684404569941,0.9934795500559613
2560000,13.875,15.8125,14.5,0.48206542911253963,0.9649966685964634,1.0015455907757689
2570000,14.953125,17.3125,14.6875,0.4874836517300639,1.0068372581344955,1.009404858371275
2580000,14.0625,13.8125,12.375,0.46905043054423495,1.0492111842691036,1.0440117281457293
2590000,14.46875,13.9375,13.3125,0.4072369339198895,1.0811538642399112,0.9992117043812582
2600000,14.125,16.125,14.75,0.40630698373567314,1.0696052150639166,1.012460532081658
2610000,15.5625,15.5625,14,0.4531454365189887,0.984262389,0.9954300210081184
2620000,15.515625,13.5,13.3125,0.489966739,1.043050087,0.979036736
2630000,15.203125,14.875,14.0625,0.5023530859213287,1.0461276604203356,0.9637279448704511
2640000,14.828125,15.125,13.375,0.5023530859213287,1.0195225281202966,0.9275671119258823
2650000,14.984375,15.9375,14.0625,0.5062978904551804,1.0220275093582514,0.8809220776530903
2660000,14.515625,16.0625,13.1875,0.5041497270535117,1.0148059805504164,0.8876750272611446
2670000,14.453125,15.9375,12.125,0.5044368628294662,1.0152306374053184,0.9375263406261721
2680000,15.34375,15.375,13.625,0.5237728649887047,0.9901635473873417,0.9316243076341438
2690000,14.484375,14.75,14.25,0.522080045,0.9975364770215062,0.8192990284313726
2700000,14.890625,15.25,14.6875,0.5167989400979917,0.9897553540746888,0.8192990284313726
2710000,14.640625,15.375,14.75,0.5127176612364113,0.896004561,0.8192990284313726
2720000,14.46875,14.9375,14.9375,0.495880626,0.9014774749992406,0.8471051321324542
2730000,14.203125,15.5,15,0.5024812714529536,0.8943267871973993,0.8250005442353302
2740000,14.671875,15.3125,13.875,0.5006082978078858,0.8946906973728346,0.8240203387527799
2750000,15.328125,14.4375,13.9375,0.48271929200183034,0.9085817703065064,0.7825893691392315
2760000,14.5625,15.625,13.625,0.4611114334312327,0.8872525760011414,0.7748198020022448
2770000,14.546875,16.6875,13.875,0.45777256382055015,0.908730009,0.7060551175532077
2780000,15.015625,15.9375,13.6875,0.4585886787081456,0.896232536,0.698613801
2790000,14.28125,14.0625,15.625,0.4544530059011771,0.930845637,0.769796795
2800000,14.53125,16.5625,14.625,0.4548899806397237,0.930845637,0.7804521788350401
2810000,14.09375,14.25,14.75,0.4659109426334334,0.9463068147507183,0.7606877370731168
2820000,14.921875,16.875,14.6875,0.46873473394687437,0.9796533701134726,0.7644354323109964
2830000,14.828125,14.75,14.9375,0.44451730649764404,0.9313640194798065,0.780132822
2840000,15.375,17.375,13.6875,0.44871610278042845,0.9995958234930754,0.7834408935081038
2850000,15.15625,15.5,15.4375,0.4549541336654541,0.9927199986348755,0.819515469
2860000,15.34375,15,13.625,0.4385394696822288,0.9926905995509143,0.8212777401323306
2870000,13.96875,16.625,14.5,0.46127176536511394,0.9539999164136302,0.8173237665502591
2880000,14.9375,15.8125,14.625,0.4439108499152448,0.9103812396116001,0.755454899
2890000,14.1875,17.125,15,0.45346858258096767,0.9155230588381373,0.7526414213923448
2900000,14.46875,15.875,13.875,0.4408915137172379,0.9111576885113274,0.7483698759734083
2910000,15.046875,13.3125,13.875,0.41870985664941873,0.9972123501362886,0.7498203807902012
2920000,14.59375,15,13.125,0.39446033809927333,0.9310457906933407,0.7581010048936594
2930000,14.6875,14.75,14.625,0.38419674810395144,0.9342520365597625,0.7620087450851818
2940000,14.8125,14.875,15.0625,0.38404442728217775,0.9388543856590523,0.7612925006538624
2950000,14.359375,15.5,15.5,0.38567772302084197,0.935147911,0.7932455519870338
2960000,14.53125,15.625,13,0.38544372672177163,0.9291631230281229,0.8030255512246343
2970000,15.046875,13.125,13.875,0.38803559863529113,1.0176888292404969,0.6961930810016506
2980000,14.734375,15.5,13.625,0.3692628666075577,1.0179535088914136,0.6961930810016506
2990000,15.0625,15.0625,15.75,0.3731925581180384,1.012901687028993,0.7407384334056297
3000000,14.85416667,14.1875,14.6875,0.37264268793356137,1.0361831242372153,0.7407384334056297
3010000,14.64583333,17.375,13.0625,0.3726111,1.100077142671167,0.7769233641699748
3020000,14.45833333,16.4375,13,0.3728473379921279,1.1114788513817697,0.8063733421648498
3030000,14,14.5,13.9375,0.38401844608067365,1.1254169884929224,0.7971865939147044
3040000,15.58333333,15.8125,14,0.41627514671190147,1.1272347695022034,0.7954838403323925
3050000,15.16666667,15.75,13.5,0.4092888785064956,1.1118645673335967,0.8054373633402253
3060000,14.54166667,14.3125,14.5625,0.40959470827045974,1.132242412536776,0.7989306790236211
3070000,15.125,16.625,13.0625,0.4144457467519465,1.1299460240389148,0.8261209078037133
3080000,14.875,14.5625,15.75,0.4120714640621368,1.1373523650561523,0.863221213
3090000,14.64583333,16.8125,13.9375,0.40334007313333897,1.136309690464554,0.8290505969127976
3100000,14.33333333,14.5625,15.0625,0.4086718020269214,1.130224141,0.839542243
3110000,14.66666667,14.875,15.375,0.3900964656465867,1.1133738334914383,0.8593635709794334
3120000,14.6875,14.25,13.6875,0.3891980242692499,1.1005974083071368,0.8628674463004987
